"strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.beta.lac.4","n.plasmids","n.beta.lac","n.beta.lac.plasmid","n.beta.lac.chrom","min.dist.oriC.chrom","min.dist.oriC.plasmid","min.dist.oriC","med.dist.oriC.chrom","med.dist.oriC.plasmid","med.dist.oriC","n.beta.lac.plus.chrom","n.beta.lac.plus.plasmid","nc.beta.lac.plus.plasmid","n.beta.lac.plus","nc.beta.lac.plus","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.in","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","ampC.type.beta.lactamase","TEM.beta.lactamase","sulfonamide.resistant.sul","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","OXA.beta.lactamase","AAC6.Ib.cr","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH4","DHA.beta.lactamase","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.210","n.TEM.148","n.TEM.37","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","new","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes","resistance"
"DA62954","circular",11.3758020509742,105439,2,"no",1,4,0,4,2857982,0,2857982,3395690,0,3395690,0,0,0,0,0,0,52,0,52,14,14,0,4,0,4,3,0,3,0,0,0,0,0,0,0,426,0,426,26,0,26,214,0,214,214,0,214,1723,0,1723,26272.5,0,26272.5,6808,0,6808,10,0,24326,0,24326,26,0,26,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,40,0,945,0,945,25.5,0,25.5,0,0,0,0,0,15,3317,32,3,10,19,0,34,29,4,0,16,0,4,1,19,0,20,1,10,0,10,0,212,2879,0,"HR"
"DA62956","circular",12.0668663592674,93079,40,"no",5,2,1,1,3970144,1884,3972028,3970144,1884,3972028,0,0,0,0,0,1,10,10,20,8,4,4,0,1,1,0,1,1,0,1,1,0,1,1,0,101,904,502.5,26,39.5,32,36,768,768,26,768,768,24327,4840.5,17402,45997,45837,45997,42429,10787,10787,10,0,24327,0,24327,26,0,26,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4840.5,4840.5,0,39.5,39.5,0,0,0,0,0,13,2524,12,2,9,27,0,14,6,1,0,18,0,4,6,12,0,15,1,0,0,0,0,127,4798.5,0,"nonHR"
"DA62958","circular",31.1010001520106,77223,50,"no",6,4,1,3,1896552,71242,1967794,2599274,71242,2670516,2,0,0,2,2,1,93,19,112,25,24,1,0,3,3,0,0,0,0,1,1,0,0,0,0,309.5,20,124,26,35,26,86,1787,1787,38,20,38,4831,3703,4767,152700.5,76316,152609,88499,76316,76316,93,0,4831,0,4831,26,0,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3703,3703,0,35,35,0,0,0,0,0,12,2951,2,2,11,1,0,22,0,0,0,5,2,6,5,17,0,0,2,4,0,0,0,79,9975,0,"HR"
"DA62960","circular",27.9724763311649,104568,0,"no",0,3,0,3,233615,0,233615,999650,0,999650,2,0,0,2,2,0,118,0,118,26,26,0,2,0,2,0,0,0,0,0,0,0,0,0,0,344,0,344,26,0,26,144,0,144,38,0,38,543.5,0,543.5,159025.5,0,159025.5,87441,0,87441,118,0,543.5,0,543.5,26,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4683,1,0,12,7,1,12,2,0,0,3,0,0,0,14,1,0,1,0,0,0,0,54,49874,0,"nonHR"
"DA62962","circular",31.4956092313329,131160,3,"no",1,2,2,0,0,1557234,1557234,0,1911932.5,1911932.5,0,0,0,0,0,2,0,23,23,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,174,174,0,23,23,0,106,106,0,33,33,0,10036,10036,0,88581,88581,0,37574,37574,0,23,0,10036,10036,0,23,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4169,1,5,11,8,0,7,8,0,2,1,0,8,4,6,0,0,0,0,0,0,0,61,23392,0,"nonHR"
"DA62964","circular",15.8354011326741,99532,2,"no",1,1,0,1,3664333,0,3664333,3664333,0,3664333,1,0,0,1,1,0,10,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,29,0,29,36,0,36,26,0,26,18552,0,18552,45950,0,45950,42429,0,42429,10,0,18552,0,18552,29,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3064,33,1,9,49,4,22,1,0,0,32,0,4,2,9,0,0,2,0,0,0,0,168,88529,0,"nonHR"
"DA62966","circular",18.3988698594097,105493,1,"no",1,2,0,2,433877,0,433877,801664,0,801664,0,0,0,0,0,0,38,0,38,11,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,148.5,0,148.5,25.5,0,25.5,466,0,466,35,0,35,42972.5,0,42972.5,88639,0,88639,31247,0,31247,38,0,42972.5,0,42972.5,25.5,0,25.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3005,6,8,0,11,1,16,2,2,1,10,0,1,6,15,0,0,0,0,0,0,0,79,23394,0,"nonHR"
"DA62968","circular",27.0760828808743,120978,14,"no",2,2,0,2,3834651,0,3834651,4164989,0,4164989,2,0,0,2,2,0,19,0,19,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,27,0,27,86,0,86,35,0,35,31249,0,31249,41185,0,41185,31249,0,31249,19,0,31249,0,31249,27,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1805,9,6,2,23,0,9,6,0,0,3,0,2,1,12,0,0,0,0,0,0,0,73,52630.5,0,"nonHR"
"DA62972","linear",13.1163181465616,58821,7,"no",1,3,0,3,1675309,0,1675309,2346914,0,2346914,1,0,0,1,1,0,28,0,28,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187,25.5,0,25.5,93,0,93,44,0,44,55299.5,0,55299.5,98897.5,0,98897.5,31143,0,31143,28,0,55299.5,0,55299.5,25.5,0,25.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6717,9,25,3,1,0,117,17,3,0,0,0,10,0,15,3,0,0,0,1,0,0,204,5773.5,0,"nonHR"
"DA62974","circular",4.92189303908232,86661,0,"no",0,2,0,2,3443750,0,3443750,3800649.5,0,3800649.5,2,0,0,2,2,0,44,0,44,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.5,0,294.5,26,0,26,93,0,93,46,0,46,37888,0,37888,175909,0,175909,31247,0,31247,44,0,37888,0,37888,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1683,1,6,6,3,0,6,2,0,0,0,0,4,0,15,0,0,0,0,0,0,0,43,92649,0,"nonHR"
"DA62976","linear",24.4812060289756,104717,3,"no",1,3,0,3,1155486,0,1155486,1792652,0,1792652,2,0,0,2,2,0,131,0,131,55,55,0,5,0,5,3,0,3,2,0,2,0,0,0,0,157,0,157,31,0,31,1199,0,1199,353,0,353,45134,0,45134,133001,0,133001,33356,0,33356,131,0,45134,0,45134,31,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5382,2,0,4,2,0,27,0,0,0,0,0,7,0,16,95,0,0,0,0,0,0,153,10262.5,0,"nonHR"
"DA62978","circular",34.7278358752889,83492,10,"no",2,4,1,3,1394531,43767,1438298,3636869,43767,3680636,2,0,0,2,2,1,25,12,37,16,9,7,0,7,7,0,3,3,0,4,4,0,1,1,0,33,1418,118,31,133.5,34,86,821,821,44,768,768,34183,21444.5,21462,102407,21462,58116,34764,21128,21128,25,0,34183,0,34183,31,0,31,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3668,63,12,0,11,0,43,10,0,0,21,0,7,1,16,0,16,1,0,0,0,0,201,1048.5,0,"HR"
"DA62980","circular",87.639863034522,138725,2,"no",2,3,3,0,0,1550945,1550945,0,2287576,2287576,0,1,1,1,1,3,0,14,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,26.5,0,45,45,0,84,84,0,31,31,0,218,218,0,89101.5,89101.5,0,30983,30983,0,14,0,218,218,0,45,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3483,0,0,14,1,0,28,0,3,0,0,0,5,0,18,0,0,0,0,0,0,0,69,29307,0,"nonHR"
"DA62982","circular",20.2017537739563,141261,0,"no",0,3,0,3,1327696,0,1327696,3545668,0,3545668,2,0,0,2,2,0,39,0,39,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,29,0,29,93,0,93,44,0,44,76769,0,76769,138162,0,138162,34076,0,34076,39,0,76769,0,76769,29,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4094,32,12,0,21,0,47,8,0,0,6,0,14,1,14,6,0,1,0,0,0,0,162,2986.5,0,"nonHR"
"DA62984","circular",13.3417594646108,134313,1,"no",1,3,1,2,3699649,59500,3759149,4061250,59500,4120750,2,1,1,3,3,1,9,43,52,3,2,1,0,2,2,0,1,1,0,2,2,0,1,1,0,42,820,431,25,33,33,86,822,822,22,820,820,19460,8540,8547.5,120550.5,9230,91992,91992,9230,9230,9,0,19460,0,19460,25,0,25,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8540,8540,0,33,33,0,0,0,0,0,12,3518,9,23,9,6,0,47,1,3,0,2,5,0,1,25,0,20,0,0,0,0,0,151,1626.5,0,"nonHR"
"DA62986","circular",38.5177562061264,123128,13,"no",5,3,0,3,1464107,0,1464107,3331218,0,3331218,1,0,0,1,1,0,13,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,38.5,28,0,28,93,0,93,35,0,35,13367,0,13367,89989,0,89989,31351,0,31351,13,0,13367,0,13367,28,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2783,0,0,4,2,0,16,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,43,35556.5,0,"nonHR"
"DA62988","circular",17.9209139346978,116564,1,"no",1,3,1,2,3908456,44239,3952695,4260623.5,44239,4304862.5,2,1,1,3,3,1,22,29,51,9,7,2,0,5,5,0,0,0,0,4,4,0,0,0,0,174,75,124.5,23,46,32,86,1009,1009,33,46,46,9990.5,5332,8686,89357,28880.5,41189,37574,28872,28872,22,0,9990.5,0,9990.5,23,0,23,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5332,5332,0,46,46,0,0,0,0,0,14,2892,24,15,5,33,4,52,25,1,1,51,0,20,2,6,0,66,0,0,0,0,0,305,3016.5,0,"nonHR"
"DA62990","circular",25.7564988443294,119431,1,"no",1,1,0,1,3699240,0,3699240,3699240,0,3699240,1,0,0,1,1,0,10,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,29,0,29,36,0,36,26,0,26,18552,0,18552,45950,0,45950,42429,0,42429,10,0,18552,0,18552,29,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2998,24,3,3,30,0,8,2,1,0,9,0,4,1,12,0,0,2,0,0,0,0,99,88569.5,0,"nonHR"
"DA62992","circular",24.2965723551124,88480,52,"no",5,1,0,1,4027584,0,4027584,4027584,0,4027584,0,0,0,0,0,0,10,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,26,0,26,36,0,36,26,0,26,24327,0,24327,47250,0,47250,43682,0,43682,10,0,24327,0,24327,26,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3950,14,3,9,21,0,31,1,1,0,8,0,4,3,12,0,0,1,0,0,0,0,108,3751.5,0,"nonHR"
"DA62994","circular",7.58201304952818,123612,2,"no",2,2,1,1,4135883,63008,4198891,4135883,63008,4198891,0,1,1,1,1,1,10,45,55,9,4,5,0,11,11,0,0,0,0,6,6,0,0,0,0,101,229,165,26,71,46,36,823,823,26,71,71,24326,12817,12874,45996,75076,46043,42429,27407,27407,10,0,24326,0,24326,26,0,26,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,12817,12817,0,71,71,0,0,0,0,0,15,3235,26,7,10,28,0,83,1,2,0,37,11,4,7,12,11,55,1,0,0,0,0,295,631.5,0,"nonHR"
"DA62996","circular",31.3638399834737,123560,11,"no",2,2,0,2,3755119,0,3755119,4120629.5,0,4120629.5,2,0,0,2,2,0,31,0,31,8,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,109,0,109,33,0,33,124,0,124,35,0,35,3585,0,3585,66698,0,66698,31249,0,31249,31,0,3585,0,3585,33,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1843,8,2,2,14,0,14,2,0,0,23,0,2,4,13,0,0,1,0,0,0,0,85,19550,0,"nonHR"
"DA62998","circular",17.7084118396795,100741,157,"no",10,2,1,1,3894398,19669,3914067,3894398,19669,3914067,0,1,1,1,1,1,10,7,17,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,101,75,88,26,46,26,36,207,207,26,46,46,24327,6853,18599,45997,27379.5,44189.5,42429,27371,27371,10,0,24327,0,24327,26,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6853,6853,0,46,46,0,0,0,0,0,15,3844,26,3,9,21,0,13,2,1,0,16,1,4,3,12,1,1,1,0,0,0,0,114,9532.5,0,"HR"
"DA63000","circular",127.459582906209,151181,0,"no",0,2,0,2,3495275,0,3495275,3904413,0,3904413,0,0,0,0,0,0,29,0,29,16,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,225,0,225,26,0,26,106,0,106,46,0,46,42522,0,42522,147198,0,147198,32586,0,32586,29,0,42522,0,42522,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2133,10,4,2,8,0,22,6,3,0,1,0,2,1,10,0,5,0,0,0,0,0,74,5376.5,0,"nonHR"
"DA63002","linear",16.5149911716902,94469,57,"yes",9,5,4,1,5102,16637,21739,5102,1921831.5,1926933.5,0,2,2,2,2,4,1,111,112,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,30,30,0,99,99,0,37,37,0,19042,19042,0,98019.5,98019.5,0,22790,22790,0,104,0,20965,20965,0,30,30,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,5378,5378,0,34,34,0,0,0,0,0,13,8376,1,0,0,4,1,85,30,3,0,9,0,14,8,16,49,8,6,0,0,0,0,234,4329,0,"HR"
"DA63004","circular",8.36221054641976,87731,2,"no",2,3,1,2,2779075,10596,2789671,3109193.5,10596,3119789.5,2,0,0,2,2,2,32,25,57,33,17,16,0,5,5,0,3,3,0,0,0,0,0,0,5,236,1326,294,26,62,32,86,354,354,46,272,272,41139,5505,10035,147289,8810.5,31250,31250,3071,3071,32,0,41139,0,41139,26,0,26,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5505,5505,0,62,62,0,0,0,0,0,12,2472,3,4,2,30,0,1,6,0,0,9,4,2,1,16,0,4,0,0,0,0,0,82,11374.5,0,"nonHR"
"DA63006","circular",4.52909658911526,84886,0,"no",0,2,0,2,3816622,0,3816622,4188226.5,0,4188226.5,2,0,0,2,2,0,87,0,87,31,31,0,3,0,3,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,112,0,112,53,0,53,11330,0,11330,175663,0,175663,37574,0,37574,87,0,11330,0,11330,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,2,5,5,15,0,5,3,0,1,2,0,2,3,6,0,0,0,0,0,0,0,49,92821,0,"nonHR"
"DA63010","circular",21.4323693000885,145337,27,"no",5,2,0,2,1802795,0,1802795,2179917,0,2179917,2,0,0,2,2,0,39,0,39,8,8,0,12,0,12,0,0,0,0,0,0,0,0,0,0,109,0,109,52,0,52,205,0,205,35,0,35,319,0,319,66641,0,66641,31250,0,31250,39,0,319,0,319,52,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2108,8,0,2,10,0,33,2,0,0,4,0,2,7,13,0,0,0,0,0,0,0,81,19134.5,0,"nonHR"
"DA63012","circular",14.3677474362822,104315,18,"no",3,3,1,2,388947,46689,435636,751611,46689,798300,0,0,0,0,0,1,41,35,76,19,7,12,14,12,26,0,8,8,0,7,7,0,5,5,0,93,4987,146,52,63,61,214,822,822,35,822,822,328,4839,3521.5,41185,17583.5,20139,31247,6496,6496,41,0,328,0,328,52,0,52,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4839,4839,0,63,63,0,0,0,0,0,12,3235,40,4,12,15,0,43,10,0,2,10,8,6,0,15,0,56,0,0,0,0,0,221,2187.5,0,"HR"
"DA63014","circular",24.1756948639895,149388,1,"no",1,1,0,1,4141941,0,4141941,4141941,0,4141941,0,0,0,0,0,0,10,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,26,0,26,36,0,36,26,0,26,24327,0,24327,45997,0,45997,42429,0,42429,10,0,24327,0,24327,26,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4505,2,6,8,25,0,54,3,2,0,23,0,4,7,13,0,23,1,0,0,0,0,171,0,0,"nonHR"
"DA63016","linear",35.0342366922486,102624,1,"no",1,2,1,1,584192,131646,715838,584192,131646,715838,0,1,1,1,1,1,13,56,69,25,7,18,0,1,1,0,0,0,0,0,0,0,0,0,0,198,474,336,29,26,26,35,117,117,35,53,53,37471,6971,11376,42521,175526.5,173801,31149,74736,31149,13,56,37471,6971,11376,29,26,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1808,0,4,2,22,0,14,2,0,4,1,0,2,1,12,0,0,0,0,0,0,0,64,23503,0,"nonHR"
"DA63020","circular",22.9414127634364,113311,1,"no",1,4,0,4,1585813,0,1585813,4229342.5,0,4229342.5,2,0,0,2,2,0,50,0,50,9,9,0,14,0,14,1,0,1,9,0,9,1,0,1,0,64.5,0,64.5,47.5,0,47.5,824,0,824,820,0,820,9449.5,0,9449.5,93751,0,93751,6705,0,6705,38,0,6966,0,6966,44,0,44,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,71179.5,0,71179.5,530.5,0,530.5,0,0,0,0,0,12,3177,11,12,33,5,0,47,0,0,0,12,6,8,6,29,0,36,0,4,0,0,0,209,1268.5,0,"nonHR"
"DA63022","circular",14.8063809386462,123502,4,"no",4,3,0,3,1336860,0,1336860,3540404,0,3540404,2,0,0,2,2,0,128,0,128,37,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,386,0,386,29.5,0,29.5,225,0,225,41,0,41,22196.5,0,22196.5,130490,0,130490,22790,0,22790,128,0,22196.5,0,22196.5,29.5,0,29.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2146,7,2,0,7,0,22,14,3,0,2,0,11,3,16,5,0,6,0,0,0,0,98,33809,0,"nonHR"
"DA63024","circular",49.1207375633865,108750,1,"no",1,3,0,3,1808788,0,1808788,3678625,0,3678625,1,0,0,1,1,0,32,0,32,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,31.5,0,31.5,93,0,93,37,0,37,72569,0,72569,105596,0,105596,31052,0,31052,32,0,72569,0,72569,31.5,0,31.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9486,6,17,2,14,0,14,0,3,0,15,0,3,4,15,0,0,1,0,0,0,0,94,0,0,"nonHR"
"DA63026","circular",11.7026256913561,100180,34,"no",5,2,1,1,3970865,1884,3972749,3970865,1884,3972749,0,0,0,0,0,1,10,10,20,8,4,4,0,1,1,0,1,1,0,1,1,0,1,1,0,101,904,502.5,26,39.5,32,36,768,768,26,768,768,24327,4840.5,17402,45997,45837,45997,42429,10787,10787,10,0,24327,0,24327,26,0,26,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4840.5,4840.5,0,39.5,39.5,0,0,0,0,0,13,2524,12,2,9,27,0,14,6,1,0,18,0,4,6,12,0,15,1,0,0,0,0,127,4798.5,0,"nonHR"
"DA63028","circular",26.5753269203036,136684,1,"no",1,2,0,2,3708912,0,3708912,4059742.5,0,4059742.5,2,0,0,2,2,0,39,0,39,7,7,0,11,0,11,0,0,0,0,0,0,0,0,0,0,99,0,99,43,0,43,196,0,196,35,0,35,319,0,319,41186,0,41186,31250,0,31250,39,0,319,0,319,43,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2210,9,5,3,15,0,10,2,0,1,5,0,2,3,12,0,0,0,0,0,0,0,67,19550,0,"nonHR"
"DA63030","circular",14.486642942614,105572,22,"no",4,4,1,3,1157048,62798,1219846,4700675,62798,4763473,1,1,1,2,2,1,36,54,90,20,10,10,8,8,16,4,0,4,6,6,12,4,0,4,0,1662,372,1017,32,45.5,36,822,821,822,822,71,822,3164,10201.5,10154,44189.5,60460,56873.5,8837,25793,8837,10,0,24327,0,24327,26,0,26,1,1,2,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,13,0,945,0,945,36,0,36,0,54,0,10201.5,10201.5,0,45.5,45.5,0,0,0,0,0,17,2417,30,2,10,51,10,100,1,1,0,42,11,4,2,12,2,102,1,0,9,0,0,390,1313.5,0,"HR"
"DA63032","circular",29.4732313173086,130127,6,"no",4,4,1,3,1370307,39191,1409498,3730569,39191,3769760,2,0,0,2,2,1,36,42,78,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,3,91,130,110.5,26,31,29,93,90,93,41,68,68,32623,3558,8629.5,93778,22622,89537.5,31064,22593,22593,36,0,32623,0,32623,26,0,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3558,3558,0,31,31,0,0,0,0,0,10,3277,19,0,8,4,0,9,4,0,2,3,0,12,0,18,0,0,1,0,0,0,0,80,37127.5,0,"nonHR"
